Fix1 Fix2 Rndm_FY Rndm_PE Rndm_Animal Phenotype_Circular Phenotype_Continuous
1 1 928 10026 4046 0.991 7.274
1 5 1432 10026 4046 2.232 2.232
2 4 913 10026 4046 3.224 3.224
1 2 1439 10027 935 5.105 -1.178
1 3 913 10027 935 3.508 3.508
1 2 259 10028 6962 2.693 2.693
1 1 1434 10029 6961 4.768 4.768
2 5 1437 10029 6961 2.365 2.365
1 2 882 10030 1164 2.280 2.280
2 5 848 10030 1164 4.585 4.585
4 5 850 10030 1164 5.320 5.320
4 4 939 10030 1164 2.190 2.190
5 4 927 10030 1164 4.523 4.523
1 2 906 10031 1912 4.899 4.899
1 2 883 10031 1912 2.264 2.264
2 2 849 10031 1912 3.887 3.887
2 4 880 10031 1912 4.462 4.462
3 4 851 10031 1912 3.136 3.136
4 4 927 10031 1912 4.074 4.074
4 4 928 10031 1912 3.536 3.536
5 5 1432 10031 1912 5.965 5.965
6 4 913 10031 1912 5.571 5.571
1 1 907 10032 1911 0.007 6.290
1 5 850 10032 1911 2.839 2.839
2 4 939 10032 1911 4.168 4.168
3 4 927 10032 1911 5.414 5.414
4 4 928 10032 1911 0.130 6.414
1 2 1434 10033 4045 5.022 5.022
2 5 1435 10033 4045 5.164 5.164
1 2 880 10034 6960 5.524 5.524
2 2 375 10035 6959 1.963 1.963
1 2 1434 10036 4044 5.425 5.425
2 4 1440 10036 4044 3.696 3.696
2 4 1435 10036 4044 4.968 4.968
1 2 850 10037 1910 2.831 2.831
1 4 939 10037 1910 2.270 2.270
2 4 927 10037 1910 4.581 4.581
1 2 928 10038 6958 5.166 5.166
1 2 912 10039 4043 4.549 4.549
2 4 913 10039 4043 2.366 2.366
1 2 1434 10040 6957 6.036 6.036
2 4 1437 10040 6957 1.356 7.639
3 4 1436 10040 6957 0.608 6.892
1 2 928 10041 4042 3.325 3.325
2 5 912 10041 4042 4.394 4.394
2 3 1447 10041 4042 5.846 5.846
1 2 392 10042 6956 2.668 2.668
2 3 375 10042 6956 2.603 2.603
1 2 1434 10043 6955 0.780 7.063
1 2 1433 10044 6953 3.645 3.645
1 2 850 10045 6952 3.624 3.624
2 4 851 10045 6952 0.212 0.212
2 4 927 10045 6952 2.760 2.760
3 4 928 10045 6952 4.049 4.049
1 2 928 10046 6951 3.081 3.081
2 5 912 10046 6951 3.540 3.540
3 4 913 10046 6951 2.991 2.991
1 2 1434 10047 4040 3.475 3.475
2 4 1440 10047 4040 3.713 3.713
2 4 1435 10047 4040 3.098 3.098
1 2 880 10048 2653 5.746 5.746
2 5 881 10048 2653 4.297 4.297
3 5 928 10048 2653 1.038 7.322
4 5 912 10048 2653 6.098 6.098
4 3 913 10048 2653 2.565 2.565
1 2 928 10049 6950 5.491 5.491
1 2 880 10050 1449 4.410 4.410
1 4 851 10050 1449 3.873 3.873
2 3 1444 10050 1449 2.957 2.957
3 4 928 10050 1449 4.573 4.573
4 5 912 10050 1449 0.015 6.298
4 3 913 10050 1449 3.319 3.319
1 2 392 10051 6949 1.590 1.590
2 2 881 10052 1909 3.048 3.048
2 3 910 10052 1909 1.606 1.606
3 4 853 10052 1909 4.231 4.231
4 4 912 10052 1909 4.699 4.699
4 4 913 10052 1909 3.976 3.976
1 2 392 10053 6948 1.696 1.696
1 2 880 10054 6947 0.387 6.670
1 2 880 10055 6946 4.788 4.788
2 4 909 10055 6946 2.724 2.724
3 5 928 10055 6946 4.729 4.729
1 2 882 10056 2652 1.967 1.967
2 5 906 10056 2652 3.140 3.140
3 5 849 10056 2652 3.248 3.248
1 2 906 10057 1908 1.881 1.881
1 3 833 10057 1908 2.417 2.417
2 2 1446 10057 1908 4.108 4.108
1 1 921 10058 2651 1.953 8.236
1 5 850 10058 2651 4.126 4.126
2 4 851 10058 2651 3.476 3.476
3 3 927 10058 2651 3.410 3.410
4 4 928 10058 2651 3.522 3.522
4 4 1442 10058 2651 4.252 4.252
5 4 1447 10058 2651 0.517 6.800
1 2 392 10059 6945 0.748 0.748
1 2 928 10060 6944 1.277 7.560
2 5 912 10060 6944 5.980 5.980
3 3 913 10060 6944 5.603 5.603
2 2 912 10061 6943 5.681 5.681
3 5 1433 10061 6943 5.165 5.165
1 2 928 10062 6942 3.857 3.857
1 2 928 10063 4037 3.732 3.732
1 2 1434 10064 6941 2.668 2.668
1 2 928 10065 2650 3.297 3.297
2 5 1432 10065 2650 0.499 0.499
3 4 913 10065 2650 5.862 5.862
1 2 1434 10066 6940 1.981 1.981
1 2 1434 10067 6939 1.705 1.705
2 4 1437 10067 6939 6.033 6.033
3 5 1437 10067 6939 5.987 5.987
1 2 1434 10068 6938 5.015 5.015
1 2 928 10069 6937 4.367 4.367
1 2 1434 10070 4036 3.875 3.875
2 4 1440 10070 4036 2.038 2.038
2 4 1435 10070 4036 5.972 5.972
1 2 928 10071 4035 4.484 4.484
2 5 912 10071 4035 3.810 3.810
1 2 1434 10072 6936 2.412 2.412
1 1 928 10073 4034 5.587 5.587
1 5 912 10073 4034 3.581 3.581
2 4 913 10073 4034 3.848 3.848
1 2 259 10074 6935 3.496 3.496
1 2 882 10075 1448 5.534 5.534
2 4 833 10075 1448 4.603 4.603
2 4 848 10075 1448 1.286 1.286
2 2 921 10076 4033 3.249 3.249
2 4 1443 10076 4033 0.152 0.152
3 2 1441 10076 4033 6.236 -0.047
4 5 927 10076 4033 3.901 3.901
4 4 928 10076 4033 3.676 3.676
5 5 912 10076 4033 3.504 3.504
1 2 921 10077 6934 0.290 0.290
1 4 850 10077 6934 1.453 1.453
1 2 1434 10078 4032 4.084 4.084
2 4 1440 10078 4032 2.709 2.709
1 2 1434 10079 6933 5.454 5.454
1 2 1434 10080 4031 3.456 3.456
2 4 1437 10080 4031 4.645 4.645
1 2 1434 10081 6931 3.740 3.740
2 4 1440 10081 6931 1.683 1.683
2 4 1435 10081 6931 4.228 4.228
1 2 1441 10082 6930 2.532 2.532
2 4 881 10082 6930 3.741 3.741
1 1 928 10083 2649 1.734 8.017
2 5 912 10083 2649 3.422 3.422
2 3 1447 10083 2649 4.455 4.455
1 1 1434 10084 6929 1.416 7.699
1 4 1440 10084 6929 2.497 2.497
2 5 1437 10084 6929 6.035 6.035
1 2 882 10085 4030 3.344 3.344
1 3 905 10085 4030 5.554 5.554
2 3 920 10085 4030 4.787 4.787
2 3 921 10085 4030 3.505 3.505
5 5 852 10085 4030 3.759 3.759
1 2 906 10086 4029 2.349 2.349
1 4 907 10086 4029 3.671 3.671
2 5 850 10086 4029 0.622 0.622
1 1 907 10087 1447 0.432 6.715
1 5 850 10087 1447 1.609 1.609
2 4 851 10087 1447 1.423 1.423
3 4 927 10087 1447 1.730 1.730
4 4 928 10087 1447 0.046 6.329
5 5 1432 10087 1447 5.215 5.215
5 4 1447 10087 1447 3.466 3.466
1 2 880 10088 4028 0.093 6.376
2 4 881 10088 4028 3.693 3.693
3 5 928 10088 4028 5.315 5.315
1 1 928 10089 4027 1.792 8.075
1 5 1432 10089 4027 4.993 4.993
1 1 1434 10090 6928 2.469 8.752
1 2 847 10091 1446 1.088 1.088
2 3 883 10091 1446 1.084 1.084
3 3 849 10091 1446 1.466 1.466
3 4 880 10091 1446 3.462 3.462
4 4 851 10091 1446 0.296 0.296
5 3 927 10091 1446 4.109 4.109
5 4 928 10091 1446 4.719 4.719
1 2 906 10092 6927 2.569 2.569
2 5 849 10092 6927 3.680 3.680
1 1 921 10093 6926 0.373 6.656
2 5 850 10093 6926 4.909 4.909
3 5 881 10093 6926 3.416 3.416
4 5 928 10093 6926 0.181 6.465
4 4 1442 10093 6926 1.187 1.187
1 1 928 10094 2648 2.421 8.705
1 5 1432 10094 2648 5.744 5.744
2 4 913 10094 2648 0.467 6.750
1 1 921 10095 2647 3.930 10.213
1 5 850 10095 2647 1.959 1.959
2 4 939 10095 2647 2.737 2.737
4 5 928 10095 2647 3.463 3.463
4 5 1432 10095 2647 2.980 2.980
5 4 913 10095 2647 3.218 3.218
3 2 195 10096 2644 6.210 -0.073
2 2 992 10097 6924 1.634 1.634
2 4 702 10097 6924 2.703 2.703
3 4 165 10097 6924 3.100 3.100
4 3 166 10097 6924 5.678 5.678
5 4 167 10097 6924 2.317 2.317
5 4 168 10097 6924 3.007 3.007
1 2 992 10098 4026 1.144 1.144
1 4 155 10098 4026 2.069 2.069
2 3 156 10098 4026 2.557 2.557
3 3 157 10098 4026 1.460 1.460
1 1 992 10099 2643 3.694 3.694
1 3 1009 10099 2643 1.853 1.853
2 4 156 10099 2643 4.300 4.300
3 3 157 10099 2643 1.624 1.624
4 5 167 10099 2643 2.164 2.164
1 2 706 10100 6923 1.139 1.139
2 4 151 10100 6923 1.257 1.257
1 2 992 10101 2642 2.987 2.987
2 4 702 10101 2642 0.643 0.643
2 2 992 10102 6922 4.662 4.662
2 4 155 10102 6922 3.564 3.564
3 3 156 10102 6922 4.600 4.600
3 4 157 10102 6922 5.584 5.584
2 2 992 10103 6921 4.063 4.063
2 3 155 10103 6921 4.632 4.632
3 5 162 10103 6921 3.880 3.880
1 1 225 10104 6920 4.655 10.938
1 5 992 10104 6920 3.164 3.164
1 1 992 10105 6919 0.030 6.313
3 5 157 10105 6919 4.007 4.007
3 4 163 10105 6919 0.026 6.309
4 3 161 10105 6919 4.490 4.490
1 1 992 10106 4025 4.133 4.133
1 3 155 10106 4025 2.796 2.796
2 4 156 10106 4025 5.285 5.285
2 3 157 10106 4025 3.811 3.811
3 3 158 10106 4025 0.907 0.907
4 3 159 10106 4025 2.908 2.908
1 2 164 10107 4024 3.082 3.082
1 3 160 10107 4024 2.235 2.235
2 3 165 10107 4024 0.016 0.016
3 3 157 10107 4024 4.192 4.192
3 4 163 10107 4024 2.859 2.859
1 1 992 10108 6918 0.232 6.516
1 4 155 10108 6918 5.487 5.487
2 4 156 10108 6918 4.620 4.620
1 2 225 10109 2641 4.745 4.745
4 2 206 10110 1907 2.033 2.033
4 2 196 10111 6917 4.276 4.276
2 2 196 10112 4022 4.675 4.675
3 2 225 10113 4021 4.957 4.957
1 1 523 10114 6916 4.325 4.325
2 2 435 10115 6915 0.852 7.136
1 2 434 10116 6914 4.747 4.747
2 5 652 10116 6914 5.878 5.878
1 2 434 10117 6913 5.744 -0.539
2 5 652 10117 6913 3.045 3.045
1 2 434 10118 6912 1.458 1.458
2 5 652 10118 6912 1.927 8.210
1 1 434 10119 6910 0.001 6.285
1 4 441 10119 6910 4.441 4.441
1 1 434 10120 6909 0.070 6.353
1 4 441 10120 6909 4.269 4.269
1 2 434 10121 6908 2.543 2.543
2 5 652 10121 6908 4.490 4.490
1 1 434 10122 6907 0.683 6.966
1 4 435 10122 6907 1.261 7.544
1 1 434 10123 6906 1.507 1.507
2 5 652 10123 6906 2.802 2.802
1 1 434 10124 4019 2.380 2.380
2 5 652 10124 4019 4.828 4.828
1 2 438 10125 6905 6.268 -0.015
1 2 438 10126 6904 5.241 5.241
1 2 670 10127 6903 3.541 3.541
1 2 438 10128 6902 3.454 3.454
1 1 434 10129 4018 0.115 6.398
2 5 652 10129 4018 3.268 3.268
1 2 438 10130 6901 2.670 2.670
1 1 434 10131 6900 3.161 3.161
1 2 438 10132 6899 6.177 6.177
1 1 434 10133 6896 6.197 6.197
2 5 652 10133 6896 3.732 3.732
1 1 438 10134 6895 0.637 6.920
1 1 438 10135 6893 1.295 7.578
1 1 438 10136 6892 5.713 5.713
1 1 438 10137 6891 1.613 7.896
1 2 670 10138 6890 2.374 2.374
2 5 652 10138 6890 3.260 3.260
1 1 438 10139 6889 4.288 10.571
2 2 652 10140 6888 4.485 4.485
1 1 438 10141 6887 5.512 5.512
1 2 670 10142 6886 4.014 4.014
2 5 652 10142 6886 1.485 1.485
1 1 670 10143 6885 2.092 8.375
1 2 652 10144 6884 4.741 4.741
1 2 438 10145 6883 4.091 4.091
1 2 652 10146 6882 1.490 7.773
1 2 441 10147 6880 5.936 -0.347
1 2 441 10148 6879 4.244 4.244
1 1 438 10149 6878 1.478 7.761
1 1 438 10150 6877 1.873 8.156
1 2 652 10151 6876 5.289 5.289
1 1 670 10152 6875 3.309 9.592
2 5 659 10152 6875 6.242 6.242
1 2 652 10153 6874 4.362 4.362
1 2 652 10154 6873 6.146 6.146
1 1 438 10155 6872 2.394 8.677
1 2 652 10156 6871 1.151 1.151
1 2 652 10157 6869 3.746 3.746
1 2 438 10158 6865 1.794 1.794
1 2 652 10159 6864 5.465 5.465
1 1 652 10160 6863 3.072 9.355
1 2 652 10161 6862 0.680 6.963
1 2 652 10162 6861 0.744 0.744
1 2 652 10163 6860 6.020 -0.263
1 2 652 10164 6859 3.601 3.601
1 2 659 10165 6858 2.037 2.037
1 2 652 10166 6857 2.532 8.815
1 2 652 10167 6856 0.757 7.041
1 2 652 10168 6855 2.886 2.886
1 1 652 10169 6854 6.199 6.199
1 1 652 10170 6853 3.239 9.522
1 1 659 10171 6852 4.759 11.042
1 1 652 10172 6851 0.866 7.149
1 1 652 10173 6850 1.842 8.125
1 2 652 10174 6849 0.520 6.803
1 2 659 10175 6848 5.601 5.601
1 2 652 10176 6846 4.914 4.914
1 2 652 10177 6845 3.668 3.668
1 2 1451 10178 6844 4.789 4.789
1 2 1451 10179 6843 4.816 4.816
2 4 1452 10179 6843 2.015 2.015
2 2 1453 10180 6842 5.588 5.588
1 2 1451 10181 6841 5.569 5.569
2 4 1452 10181 6841 3.402 3.402
1 2 441 10182 6840 3.592 3.592
2 3 659 10182 6840 4.753 4.753
1 2 670 10183 6839 5.702 -0.581
1 2 670 10184 6838 6.213 -0.070
4 2 751 10185 4017 2.692 2.692
3 2 1454 10186 6837 3.725 3.725
3 2 795 10187 2639 3.313 3.313
3 2 818 10188 6836 5.978 -0.305
4 4 120 10188 6836 6.193 -0.090
5 2 113 10188 6836 1.511 1.511
5 4 118 10188 6836 1.408 1.408
6 4 41 10188 6836 1.268 1.268
4 2 751 10189 6835 2.388 2.388
1 2 751 10190 4015 3.093 3.093
2 4 752 10190 4015 3.661 3.661
3 4 122 10190 4015 6.036 -0.247
3 4 115 10190 4015 4.698 4.698
4 4 40 10190 4015 2.319 2.319
1 2 751 10191 6834 2.224 2.224
2 4 752 10191 6834 2.063 2.063
3 5 115 10191 6834 0.015 0.015
4 3 30 10191 6834 2.174 2.174
4 2 751 10192 6833 1.241 1.241
5 2 1455 10193 6832 3.862 3.862
6 4 115 10193 6832 3.024 3.024
6 3 30 10193 6832 4.654 4.654
3 2 1454 10194 4014 3.502 3.502
4 4 752 10194 4014 4.864 4.864
5 4 122 10194 4014 4.251 4.251
5 4 115 10194 4014 4.520 4.520
6 4 40 10194 4014 4.937 4.937
1 2 1454 10195 4013 3.386 3.386
2 4 752 10195 4013 0.194 0.194
3 4 122 10195 4013 1.703 1.703
4 2 819 10196 6830 2.654 2.654
4 4 113 10196 6830 6.068 6.068
5 5 115 10196 6830 4.545 4.545
6 3 30 10196 6830 0.564 6.847
4 2 120 10197 6829 5.057 5.057
5 5 119 10197 6829 2.222 2.222
6 4 116 10197 6829 3.207 3.207
6 4 117 10197 6829 3.487 3.487
4 2 819 10198 4012 2.079 2.079
4 4 113 10198 4012 6.031 6.031
5 5 40 10198 4012 0.668 0.668
3 2 818 10199 6828 3.544 3.544
1 2 1454 10200 6827 4.665 4.665
2 4 751 10200 6827 0.497 6.780
3 5 118 10200 6827 0.727 0.727
4 2 751 10201 4011 1.966 1.966
4 4 752 10201 4011 2.620 2.620
4 2 751 10202 4010 2.675 2.675
4 4 752 10202 4010 1.520 1.520
3 2 818 10203 6826 4.482 4.482
4 4 752 10203 6826 4.436 4.436
5 4 122 10203 6826 2.694 2.694
4 2 819 10204 6825 3.738 3.738
4 5 113 10204 6825 0.176 6.459
5 5 115 10204 6825 5.830 5.830
6 5 117 10204 6825 4.949 4.949
4 2 1456 10205 6824 3.597 3.597
3 2 818 10206 4009 3.411 3.411
4 4 752 10206 4009 2.556 2.556
5 4 122 10206 4009 2.205 2.205
4 2 751 10207 6823 5.509 5.509
4 4 752 10207 6823 0.325 6.608
5 4 122 10207 6823 3.643 3.643
6 4 115 10207 6823 3.832 3.832
4 2 751 10208 6822 5.537 5.537
4 4 752 10208 6822 1.429 1.429
5 4 122 10208 6822 2.062 2.062
3 2 818 10209 4008 3.826 3.826
4 4 120 10209 4008 4.352 4.352
5 4 1455 10209 4008 3.527 3.527
6 4 40 10209 4008 3.406 3.406
6 4 30 10209 4008 2.360 2.360
4 2 819 10210 6821 4.625 4.625
4 4 751 10210 6821 5.184 5.184
5 4 119 10210 6821 2.256 2.256
6 5 41 10210 6821 5.469 5.469
4 2 752 10211 6820 2.285 2.285
5 4 122 10211 6820 1.878 1.878
4 2 751 10212 4007 0.912 0.912
5 5 1455 10212 4007 2.642 2.642
6 4 40 10212 4007 1.857 1.857
1 2 752 10213 6819 3.840 3.840
3 5 115 10213 6819 1.745 1.745
3 2 818 10214 4006 3.599 3.599
4 2 751 10215 6818 4.075 4.075
4 4 752 10215 6818 1.265 7.548
5 4 122 10215 6818 3.770 3.770
6 4 115 10215 6818 3.227 3.227
6 4 40 10215 6818 2.985 2.985
4 2 819 10216 6817 0.156 0.156
4 4 113 10216 6817 3.615 3.615
5 5 115 10216 6817 3.545 3.545
6 4 40 10216 6817 1.633 1.633
1 2 752 10217 4005 2.499 2.499
4 2 751 10218 4004 2.022 2.022
4 4 752 10218 4004 2.370 2.370
3 2 818 10219 4003 4.697 4.697
4 4 752 10219 4003 4.736 4.736
5 4 122 10219 4003 3.346 3.346
3 2 818 10220 4002 1.279 1.279
4 4 752 10220 4002 2.350 2.350
4 2 751 10221 4001 2.769 2.769
4 4 752 10221 4001 2.715 2.715
5 4 122 10221 4001 1.976 1.976
3 2 1454 10222 4000 6.117 6.117
4 2 819 10223 3999 5.503 -0.780
4 4 113 10223 3999 0.954 0.954
5 4 114 10223 3999 5.922 -0.361
6 4 41 10223 3999 3.219 3.219
4 2 751 10224 6816 5.736 5.736
5 5 119 10224 6816 6.219 6.219
4 2 751 10225 3998 3.398 3.398
4 4 752 10225 3998 3.272 3.272
5 4 119 10225 3998 1.293 1.293
4 2 752 10226 6815 2.029 2.029
5 4 122 10226 6815 4.896 4.896
3 2 1457 10227 3997 5.222 5.222
3 2 1454 10228 6814 4.877 -1.406
4 5 113 10228 6814 3.194 3.194
3 2 1454 10229 3996 4.477 4.477
4 4 752 10229 3996 3.957 3.957
5 4 122 10229 3996 3.659 3.659
4 2 751 10230 6813 5.759 5.759
4 2 751 10231 6812 5.655 5.655
4 2 751 10232 3995 1.431 7.714
4 4 752 10232 3995 4.920 4.920
5 4 119 10232 3995 5.330 5.330
6 4 116 10232 3995 4.719 4.719
1 2 751 10233 3994 0.586 6.869
2 4 752 10233 3994 4.745 4.745
3 4 122 10233 3994 3.608 3.608
3 4 115 10233 3994 3.556 3.556
4 4 40 10233 3994 3.569 3.569
4 2 751 10234 3993 1.221 7.504
3 2 1454 10235 6811 3.699 3.699
5 5 1455 10235 6811 3.905 3.905
4 2 751 10236 3992 1.768 1.768
4 4 752 10236 3992 0.619 6.902
5 4 122 10236 3992 0.905 0.905
4 2 751 10237 6810 4.160 4.160
4 4 752 10237 6810 3.184 3.184
5 4 119 10237 6810 2.920 2.920
4 2 751 10238 3991 5.383 5.383
4 4 752 10238 3991 4.653 4.653
3 2 795 10239 3990 5.297 -0.986
4 2 819 10239 3990 2.035 2.035
5 5 119 10239 3990 0.921 0.921
6 4 116 10239 3990 2.075 2.075
4 2 819 10240 3989 2.601 2.601
5 5 122 10240 3989 4.062 4.062
3 2 795 10241 3988 1.774 1.774
4 4 120 10241 3988 0.878 0.878
5 2 118 10241 3988 3.270 3.270
5 4 114 10241 3988 1.894 1.894
1 1 1454 10242 3986 5.484 5.484
1 4 118 10242 3986 2.579 2.579
2 4 119 10242 3986 1.019 1.019
3 5 41 10242 3986 6.048 -0.235
1 2 1454 10243 6809 2.160 2.160
2 5 113 10243 6809 3.581 3.581
2 3 114 10243 6809 0.449 0.449
1 1 1454 10244 6808 2.153 8.436
1 3 752 10244 6808 6.282 6.282
2 4 119 10244 6808 3.744 3.744
3 4 116 10244 6808 4.365 4.365
2 2 1455 10245 6807 4.352 4.352
3 4 115 10245 6807 2.835 2.835
3 4 40 10245 6807 3.238 3.238
1 2 118 10246 3985 3.076 3.076
2 5 40 10246 3985 0.810 0.810
1 2 1456 10247 3984 3.940 3.940
2 4 122 10247 3984 3.905 3.905
1 1 1454 10248 3983 1.065 7.348
1 4 751 10248 3983 4.476 4.476
2 4 119 10248 3983 5.401 -0.882
3 5 41 10248 3983 4.183 4.183
1 2 1454 10249 3982 5.354 5.354
2 4 118 10249 3982 2.011 2.011
1 2 1456 10250 6806 4.896 4.896
2 4 122 10250 6806 1.882 1.882
1 1 1454 10251 6805 2.495 2.495
1 3 752 10251 6805 1.904 1.904
2 4 122 10251 6805 1.983 1.983
3 4 116 10251 6805 0.619 0.619
3 4 117 10251 6805 2.209 2.209
1 2 1456 10252 6804 0.969 0.969
2 4 122 10252 6804 2.809 2.809
3 4 115 10252 6804 2.184 2.184
1 1 1454 10253 2638 0.426 6.709
1 4 751 10253 2638 6.082 6.082
2 4 119 10253 2638 1.562 1.562
3 4 116 10253 2638 3.528 3.528
2 2 113 10254 6803 5.801 5.801
1 1 1454 10255 3981 6.234 6.234
1 4 113 10255 3981 2.948 2.948
2 4 114 10255 3981 1.029 1.029
1 2 751 10256 6802 5.010 5.010
1 2 1456 10257 3980 0.345 0.345
3 5 115 10257 3980 3.529 3.529
1 1 1454 10258 3979 0.551 6.834
1 4 118 10258 3979 0.744 0.744
2 4 119 10258 3979 0.504 0.504
1 2 819 10259 3978 1.036 1.036
1 3 118 10259 3978 1.788 1.788
2 4 119 10259 3978 5.424 -0.859
3 5 41 10259 3978 4.192 4.192
1 1 1454 10260 3977 1.003 7.286
1 4 752 10260 3977 3.843 3.843
2 4 122 10260 3977 1.944 1.944
3 4 116 10260 3977 2.790 2.790
1 1 819 10261 2637 5.857 5.857
2 5 119 10261 2637 4.491 -1.793
3 4 116 10261 2637 3.586 3.586
1 2 1230 10262 1906 3.368 3.368
2 3 1231 10262 1906 1.379 1.379
2 4 1247 10262 1906 3.972 3.972
3 4 1261 10262 1906 0.507 0.507
4 5 1263 10262 1906 0.143 0.143
5 4 1458 10262 1906 3.744 3.744
1 2 1230 10263 3976 4.389 4.389
2 5 1232 10263 3976 2.837 2.837
3 5 1237 10263 3976 4.902 4.902
1 2 1230 10264 6801 1.160 1.160
2 4 1249 10264 6801 5.288 5.288
2 3 1232 10264 6801 6.250 -0.033
1 2 1230 10265 2636 1.428 1.428
2 5 1261 10265 2636 4.463 4.463
3 5 1290 10265 2636 0.975 0.975
1 2 1459 10266 2635 3.566 3.566
3 5 1237 10266 2635 1.550 1.550
1 2 1230 10267 3975 2.531 2.531
2 3 1231 10267 3975 1.326 1.326
1 2 1230 10268 6800 6.157 6.157
2 5 1236 10268 6800 1.993 1.993
1 2 1260 10269 3974 4.247 4.247
2 3 1231 10269 3974 3.547 3.547
1 1 1236 10270 1445 0.013 6.296
1 5 1261 10270 1445 5.067 5.067
2 4 1460 10270 1445 1.501 1.501
3 3 1262 10270 1445 2.240 2.240
4 4 1263 10270 1445 2.301 2.301
4 4 1458 10270 1445 1.983 1.983
5 4 1461 10270 1445 2.345 2.345
1 1 1275 10271 3973 3.512 9.796
2 5 1261 10271 3973 3.679 3.679
4 5 1263 10271 3973 2.404 2.404
4 4 1458 10271 3973 1.353 1.353
1 2 1275 10272 2634 3.262 3.262
1 4 1236 10272 2634 4.879 4.879
2 5 1290 10272 2634 2.150 2.150
1 2 1275 10273 2633 2.061 2.061
1 4 1236 10273 2633 3.865 3.865
2 5 1290 10273 2633 1.167 1.167
3 4 1291 10273 2633 5.003 5.003
4 3 1292 10273 2633 3.092 3.092
1 1 1275 10274 3972 0.556 6.839
1 4 1261 10274 3972 5.867 5.867
2 5 1290 10274 3972 2.967 2.967
3 5 1290 10274 3972 1.885 1.885
4 4 1250 10274 3972 1.817 1.817
1 1 1275 10275 3971 5.509 5.509
1 4 1236 10275 3971 4.944 4.944
1 2 1261 10276 3970 0.342 6.625
2 5 1261 10276 3970 5.589 5.589
3 3 1262 10276 3970 3.637 3.637
3 3 1263 10276 3970 1.456 1.456
1 2 1459 10277 2632 2.427 2.427
2 5 1290 10277 2632 6.208 -0.076
1 2 1459 10278 6799 5.610 5.610
1 4 1232 10278 6799 4.831 4.831
2 5 1290 10278 6799 4.078 4.078
3 5 1238 10278 6799 6.087 6.087
4 4 1293 10278 6799 3.151 3.151
4 3 1251 10278 6799 6.209 6.209
1 2 1261 10279 2631 2.888 2.888
2 5 1261 10279 2631 2.363 2.363
3 4 1238 10279 2631 1.022 1.022
4 5 1458 10279 2631 3.979 3.979
1 2 1459 10280 6798 2.192 2.192
2 5 1290 10280 6798 5.653 5.653
1 2 1459 10281 6797 4.181 4.181
2 5 1290 10281 6797 4.536 4.536
1 2 1261 10282 6796 4.086 4.086
2 5 1261 10282 6796 4.956 4.956
3 5 1263 10282 6796 3.519 3.519
4 4 1462 10282 6796 5.698 5.698
1 1 1459 10283 3969 6.149 6.149
1 4 1261 10283 3969 5.604 5.604
2 5 1463 10283 3969 0.445 0.445
3 5 580 10283 3969 2.798 2.798
1 2 1261 10284 6795 5.585 5.585
2 5 1290 10284 6795 2.909 2.909
3 4 1291 10284 6795 3.784 3.784
4 4 1292 10284 6795 4.098 4.098
5 2 1464 10285 3968 3.318 3.318
1 2 1251 10286 6794 1.309 1.309
1 2 1251 10287 6793 0.422 0.422
2 4 1461 10287 6793 0.745 0.745
1 2 1462 10288 6792 6.184 -0.099
1 2 1462 10289 6791 1.769 1.769
1 2 1251 10290 6790 3.385 3.385
1 2 1251 10291 6789 4.019 4.019
1 2 1251 10292 6788 3.676 3.676
1 2 1251 10293 6787 5.607 5.607
1 2 1251 10294 6786 0.504 6.787
1 2 1251 10295 6785 3.265 3.265
1 2 1251 10296 6784 4.986 4.986
1 2 1251 10297 6783 4.741 4.741
1 1 1465 10298 6781 4.941 4.941
1 2 1261 10299 6780 4.047 4.047
2 3 1291 10299 6780 3.426 3.426
3 2 1263 10299 6780 6.154 -0.129
3 4 1458 10299 6780 5.687 -0.596
4 4 1461 10299 6780 5.924 -0.359
2 2 1237 10300 6779 1.517 1.517
2 2 1238 10300 6779 1.887 1.887
3 4 1293 10300 6779 0.006 0.006
4 4 1251 10300 6779 5.359 5.359
1 2 1463 10301 3967 2.531 2.531
1 2 1460 10302 3966 5.871 5.871
2 5 1238 10302 3966 3.636 3.636
3 4 1293 10302 3966 4.895 4.895
3 4 1251 10302 3966 0.275 6.559
2 2 580 10303 6778 0.066 0.066
3 5 1221 10303 6778 4.403 4.403
1 2 1460 10304 6777 4.270 4.270
2 5 1292 10304 6777 1.715 1.715
1 2 1290 10305 6776 1.525 1.525
2 3 1291 10305 6776 4.745 4.745
2 4 1292 10305 6776 2.661 2.661
3 4 1462 10305 6776 0.624 0.624
1 2 1237 10306 3965 2.476 2.476
2 4 1458 10306 3965 5.257 5.257
1 2 1237 10307 6775 4.475 4.475
2 2 1290 10308 6774 4.021 4.021
4 5 1461 10308 6774 3.307 3.307
1 2 1261 10309 6773 5.618 5.618
1 3 1291 10309 6773 5.395 5.395
2 2 1263 10309 6773 1.908 1.908
1 2 1237 10310 6772 5.631 5.631
2 4 1290 10310 6772 4.314 4.314
2 4 1250 10310 6772 0.769 7.052
3 3 1251 10310 6772 0.010 6.293
1 2 1466 10311 3962 3.127 3.127
2 4 1290 10311 3962 4.983 4.983
2 4 1250 10311 3962 5.489 5.489
3 2 1251 10311 3962 0.472 6.755
1 2 1237 10312 3961 1.996 1.996
1 3 1238 10312 3961 3.331 3.331
