Fix1 Fix2 Rndm_FY Rndm_PE Rndm_Animal Phenotype_Circular Phenotype_Continuous
2 4 796 5184 5086 0.202 0.202
1 2 721 5185 5085 2.150 2.150
2 5 742 5185 5085 0.461 6.744
3 4 711 5185 5085 0.424 0.424
3 4 826 5185 5085 2.752 2.752
4 4 793 5185 5085 1.733 1.733
5 4 827 5185 5085 1.851 1.851
6 5 838 5185 5085 5.189 5.189
5 2 844 5186 9828 3.843 3.843
6 2 453 5187 9827 4.411 4.411
6 4 462 5187 9827 4.063 4.063
1 2 738 5188 1614 5.549 5.549
3 2 386 5189 334 5.842 5.842
4 5 391 5189 334 5.626 5.626
5 4 388 5189 334 5.587 5.587
6 4 412 5189 334 5.964 5.964
6 4 414 5189 334 5.095 5.095
1 2 721 5190 5084 3.495 3.495
1 4 784 5190 5084 4.095 4.095
2 2 723 5190 5084 4.991 4.991
3 4 724 5190 5084 3.201 3.201
3 3 868 5190 5084 1.961 1.961
4 2 810 5190 5084 3.153 3.153
1 2 863 5191 101 2.791 2.791
2 2 391 5192 9826 5.453 5.453
4 5 414 5192 9826 4.136 4.136
6 5 300 5192 9826 6.134 6.134
1 2 781 5193 2201 2.597 2.597
2 4 399 5193 2201 3.954 3.954
2 4 423 5193 2201 0.948 0.948
3 2 378 5193 2201 5.134 5.134
4 4 374 5193 2201 3.504 3.504
5 5 367 5193 2201 3.085 3.085
6 5 371 5193 2201 2.279 2.279
1 2 741 5194 9825 0.844 0.844
2 5 870 5194 9825 3.392 3.392
3 2 390 5195 9824 2.496 2.496
4 5 411 5195 9824 1.534 1.534
1 1 757 5196 9823 1.657 7.940
1 5 829 5196 9823 2.269 2.269
2 4 813 5196 9823 0.444 0.444
1 2 781 5197 100 4.902 4.902
2 4 766 5197 100 1.231 1.231
3 5 400 5197 100 4.646 4.646
4 5 374 5197 100 4.724 4.724
1 2 729 5198 431 4.570 4.570
1 4 710 5198 431 1.485 1.485
2 5 722 5198 431 2.844 2.844
3 2 723 5198 431 3.264 3.264
4 4 724 5198 431 2.350 2.350
5 5 793 5198 431 1.541 1.541
1 2 772 5199 3162 5.445 -0.838
2 5 742 5199 3162 2.013 2.013
3 4 711 5199 3162 1.700 1.700
3 4 826 5199 3162 0.154 0.154
4 3 793 5199 3162 1.117 1.117
4 3 827 5199 3162 0.632 0.632
1 2 812 5200 9822 3.334 3.334
2 5 813 5200 9822 5.431 5.431
1 2 544 5201 9821 4.455 4.455
1 2 951 5202 3161 0.678 0.678
1 4 391 5202 3161 3.792 3.792
2 4 796 5202 3161 0.803 0.803
3 3 389 5202 3161 2.835 2.835
4 5 414 5202 3161 1.809 1.809
5 4 304 5202 3161 1.660 1.660
5 4 305 5202 3161 4.434 4.434
6 4 310 5202 3161 4.011 4.011
6 4 295 5202 3161 3.607 3.607
1 1 844 5203 9820 1.355 7.638
2 2 258 5204 9819 0.241 6.524
4 2 391 5205 9818 3.282 3.282
1 1 769 5206 430 0.701 6.984
2 5 756 5206 430 1.349 1.349
2 4 957 5206 430 5.007 -1.276
4 5 729 5206 430 3.456 3.456
5 5 721 5206 430 1.583 1.583
6 5 724 5206 430 4.880 4.880
6 4 725 5206 430 3.848 3.848
6 4 869 5206 430 2.186 2.186
6 2 743 5206 430 0.775 0.775
1 1 753 5207 5083 3.109 9.392
2 5 754 5207 5083 3.581 3.581
1 1 783 5208 1262 4.687 4.687
1 5 769 5208 1262 1.079 1.079
2 4 716 5208 1262 3.534 3.534
3 4 770 5208 1262 4.883 4.883
4 3 792 5208 1262 1.885 1.885
5 5 741 5208 1262 3.008 3.008
5 4 710 5208 1262 5.204 5.204
1 2 954 5209 5082 3.037 3.037
2 5 396 5209 5082 6.180 -0.103
2 4 796 5209 5082 2.106 2.106
1 2 955 5210 333 4.248 4.248
3 5 385 5210 333 4.776 4.776
1 2 792 5211 1613 3.287 3.287
2 4 729 5211 1613 4.077 4.077
3 4 710 5211 1613 3.484 3.484
4 5 742 5211 1613 4.765 4.765
5 4 711 5211 1613 1.933 1.933
5 4 826 5211 1613 3.310 3.310
6 5 726 5211 1613 5.074 5.074
1 2 741 5212 9817 0.745 7.028
2 5 772 5212 9817 5.034 5.034
3 5 742 5212 9817 3.963 3.963
1 1 805 5213 272 0.770 7.053
1 2 773 5213 272 3.309 3.309
2 3 729 5213 272 2.833 2.833
3 5 721 5213 272 2.532 2.532
2 2 710 5214 824 2.903 2.903
2 4 722 5214 824 3.816 3.816
3 2 723 5214 824 4.957 4.957
4 4 724 5214 824 1.180 7.463
5 5 793 5214 824 1.757 1.757
1 1 757 5215 9816 3.843 3.843
1 4 814 5215 9816 0.641 0.641
2 4 813 5215 9816 2.161 2.161
1 2 958 5216 99 3.614 3.614
2 4 766 5216 99 1.059 1.059
3 5 400 5216 99 4.745 4.745
3 3 404 5216 99 6.112 6.112
4 3 405 5216 99 5.678 5.678
5 4 367 5216 99 4.944 4.944
1 2 951 5217 271 3.675 3.675
1 4 391 5217 271 2.334 2.334
2 3 388 5217 271 2.592 2.592
3 4 389 5217 271 1.879 1.879
3 3 421 5217 271 0.282 0.282
4 4 289 5217 271 4.466 4.466
5 5 333 5217 271 2.315 2.315
6 3 334 5217 271 2.120 2.120
6 3 300 5217 271 3.983 3.983
6 4 301 5217 271 4.805 4.805
1 2 781 5218 9815 3.960 3.960
2 4 861 5218 9815 2.724 2.724
2 4 423 5218 9815 1.373 1.373
3 2 378 5218 9815 3.380 3.380
4 3 402 5218 9815 5.965 5.965
4 4 384 5218 9815 4.522 4.522
1 2 866 5219 9814 1.858 1.858
2 5 258 5219 9814 4.564 4.564
2 2 935 5220 1612 5.640 -0.643
3 5 390 5220 1612 4.671 -1.612
3 4 386 5220 1612 5.442 -0.841
5 5 396 5220 1612 1.821 1.821
5 4 381 5220 1612 3.695 3.695
6 4 382 5220 1612 3.968 3.968
6 4 383 5220 1612 2.698 2.698
1 2 741 5221 5080 0.971 0.971
3 5 742 5221 5080 3.820 3.820
3 4 711 5221 5080 5.539 5.539
4 4 826 5221 5080 3.795 3.795
5 3 793 5221 5080 0.459 0.459
5 4 827 5221 5080 1.034 1.034
6 5 753 5221 5080 2.703 2.703
1 2 729 5222 651 3.156 3.156
2 5 721 5222 651 5.796 5.796
3 5 742 5222 651 3.734 3.734
3 4 711 5222 651 5.861 5.861
5 5 793 5222 651 5.986 5.986
6 5 828 5222 651 4.502 4.502
6 3 753 5222 651 5.318 5.318
4 2 407 5223 5079 3.946 3.946
1 1 769 5224 3160 3.559 3.559
1 4 716 5224 3160 6.264 -0.019
2 2 717 5224 3160 6.151 -0.132
3 4 792 5224 3160 0.447 0.447
4 5 741 5224 3160 2.286 2.286
5 5 772 5224 3160 1.157 1.157
5 4 722 5224 3160 0.544 0.544
2 2 755 5225 9812 3.809 3.809
3 3 886 5225 9812 2.732 2.732
4 5 737 5225 9812 2.473 2.473
5 3 860 5225 9812 3.564 3.564
5 3 738 5225 9812 4.860 4.860
6 3 778 5225 9812 2.250 2.250
2 2 959 5226 9811 2.074 2.074
1 2 863 5227 1261 1.519 7.802
2 5 715 5227 1261 4.757 4.757
2 4 716 5227 1261 4.459 4.459
3 3 770 5227 1261 4.184 4.184
4 4 806 5227 1261 4.282 4.282
5 4 741 5227 1261 3.156 3.156
6 5 772 5227 1261 4.864 4.864
6 5 742 5227 1261 0.112 6.396
6 4 711 5227 1261 6.170 6.170
6 5 793 5227 1261 3.435 3.435
6 4 743 5227 1261 2.875 2.875
6 4 727 5227 1261 4.227 4.227
6 2 728 5227 1261 5.649 5.649
5 2 452 5228 5078 1.129 1.129
6 5 459 5228 5078 3.605 3.605
1 2 781 5229 211 1.746 1.746
2 5 399 5229 211 0.723 0.723
3 4 400 5229 211 2.452 2.452
3 3 404 5229 211 1.039 1.039
4 4 405 5229 211 1.141 7.425
5 4 367 5229 211 3.537 3.537
3 2 725 5230 9808 3.687 3.687
1 1 786 5231 3159 6.049 6.049
1 5 782 5231 3159 1.811 1.811
2 4 725 5231 3159 2.277 2.277
3 4 918 5231 3159 2.383 2.383
3 2 878 5231 3159 5.381 -0.902
4 4 727 5231 3159 4.713 4.713
5 2 728 5231 3159 0.222 6.505
1 2 482 5232 429 6.117 6.117
1 4 483 5232 429 5.119 5.119
2 4 484 5232 429 3.548 3.548
3 3 485 5232 429 2.398 2.398
3 3 477 5232 429 2.678 2.678
4 5 31 5232 429 4.974 4.974
6 5 474 5232 429 3.985 3.985
6 4 35 5232 429 5.584 5.584
6 4 495 5232 429 5.247 5.247
3 2 413 5233 9807 3.555 3.555
4 2 411 5233 9807 2.735 2.735
1 2 391 5234 3158 3.203 3.203
2 5 796 5234 3158 0.081 0.081
3 5 415 5234 3158 2.039 2.039
4 3 383 5234 3158 0.544 0.544
5 3 304 5234 3158 1.559 1.559
1 2 710 5235 332 3.859 3.859
2 3 870 5235 332 2.021 2.021
3 3 742 5235 332 2.730 2.730
3 4 711 5235 332 2.602 2.602
4 5 725 5235 332 2.547 2.547
6 5 743 5235 332 2.348 2.348
2 2 399 5236 3157 2.972 2.972
1 2 712 5237 9806 3.100 3.100
2 5 713 5237 9806 5.200 5.200
4 5 526 5237 9806 2.825 2.825
1 1 810 5238 9805 1.471 7.754
1 2 411 5239 5077 2.157 2.157
2 4 398 5239 5077 3.234 3.234
2 4 796 5239 5077 1.560 1.560
3 3 412 5239 5077 2.090 2.090
4 4 414 5239 5077 3.580 3.580
4 3 332 5239 5077 2.802 2.802
5 4 333 5239 5077 3.826 3.826
6 3 334 5239 5077 2.475 2.475
1 2 744 5240 9803 2.152 8.435
1 2 861 5241 3156 0.448 0.448
2 5 766 5241 3156 0.927 0.927
2 4 423 5241 3156 1.313 1.313
3 2 378 5241 3156 5.251 5.251
4 4 374 5241 3156 3.156 3.156
4 4 410 5241 3156 3.920 3.920
5 4 397 5241 3156 4.239 4.239
3 2 385 5242 1260 5.473 5.473
3 4 386 5242 1260 1.419 1.419
5 5 396 5242 1260 3.715 3.715
6 5 415 5242 1260 5.684 5.684
6 3 383 5242 1260 4.819 4.819
6 4 299 5242 1260 3.248 3.248
6 4 293 5242 1260 5.894 5.894
6 5 300 5242 1260 3.981 3.981
6 4 301 5242 1260 4.845 4.845
6 4 298 5242 1260 0.130 6.413
6 4 296 5242 1260 4.330 4.330
1 1 757 5243 9802 6.063 6.063
1 4 814 5243 9802 1.596 1.596
2 5 813 5243 9802 1.621 1.621
1 2 838 5244 9801 4.819 4.819
6 2 459 5245 9800 3.297 3.297
1 2 812 5246 5076 4.796 4.796
2 4 813 5246 5076 4.840 4.840
1 2 718 5247 650 1.342 1.342
2 5 729 5247 650 3.788 3.788
3 4 710 5247 650 0.865 0.865
3 4 784 5247 650 4.469 -1.814
4 2 786 5247 650 0.400 0.400
5 3 711 5247 650 0.453 0.453
5 4 868 5247 650 1.877 1.877
6 3 810 5247 650 0.902 0.902
6 5 844 5247 650 1.584 1.584
1 2 721 5248 523 2.236 2.236
1 4 784 5248 523 3.714 3.714
2 2 723 5248 523 4.255 4.255
3 4 782 5248 523 3.782 3.782
2 2 725 5249 9799 3.618 3.618
1 1 810 5250 9798 1.158 7.441
1 2 781 5251 98 4.487 4.487
2 5 766 5251 98 3.765 3.765
2 4 423 5251 98 3.479 3.479
3 2 400 5251 98 3.966 3.966
4 4 374 5251 98 3.406 3.406
4 4 384 5251 98 6.059 6.059
5 3 370 5251 98 4.181 4.181
2 2 956 5252 3155 4.552 4.552
3 5 386 5252 3155 4.422 4.422
4 5 391 5252 3155 4.857 4.857
5 4 388 5252 3155 5.821 5.821
6 3 389 5252 3155 5.148 5.148
6 5 304 5252 3155 4.161 4.161
1 1 861 5253 156 5.412 5.412
1 4 879 5253 156 2.511 2.511
2 4 423 5253 156 3.079 3.079
3 2 378 5253 156 3.592 3.592
3 3 402 5253 156 5.722 5.722
2 2 771 5254 5075 0.421 0.421
3 5 729 5254 5075 3.429 3.429
1 2 721 5255 3154 5.870 5.870
1 4 784 5255 3154 0.429 6.712
2 2 786 5255 3154 4.299 4.299
3 4 782 5255 3154 4.922 4.922
3 4 725 5255 3154 2.706 2.706
4 2 810 5255 3154 5.836 5.836
5 4 743 5255 3154 6.258 6.258
5 3 727 5255 3154 5.887 5.887
1 1 728 5256 9797 1.674 7.957
1 4 744 5256 9797 5.273 5.273
1 2 767 5257 2200 2.898 2.898
2 4 715 5257 2200 3.457 3.457
3 5 756 5257 2200 0.419 0.419
4 5 792 5257 2200 0.686 0.686
5 5 741 5257 2200 4.413 4.413
6 5 721 5257 2200 0.573 0.573
6 5 742 5257 2200 3.686 3.686
1 2 719 5258 209 3.617 3.617
2 2 720 5258 209 1.322 1.322
3 4 772 5258 209 0.887 0.887
4 5 742 5258 209 3.084 3.084
4 4 711 5258 209 1.056 1.056
5 4 826 5258 209 1.340 1.340
6 3 793 5258 209 1.785 1.785
1 2 721 5259 3153 0.185 0.185
2 4 722 5259 3153 3.891 3.891
2 2 723 5259 3153 3.496 3.496
4 5 725 5259 3153 0.701 0.701
4 5 869 5259 3153 2.356 2.356
6 5 787 5259 3153 1.411 1.411
2 2 753 5260 9796 5.681 5.681
1 2 744 5261 9795 5.880 -0.403
2 2 715 5262 270 2.993 2.993
2 4 716 5262 270 2.562 2.562
3 3 717 5262 270 2.420 2.420
4 4 792 5262 270 6.247 -0.037
4 4 771 5262 270 3.375 3.375
5 2 452 5263 5074 4.456 4.456
6 4 453 5263 5074 5.422 5.422
6 4 454 5263 5074 5.088 5.088
6 4 455 5263 5074 3.998 3.998
1 2 893 5264 5073 2.129 2.129
1 3 724 5264 5073 0.009 6.292
2 4 725 5264 5073 1.007 1.007
3 2 810 5264 5073 2.651 2.651
3 4 726 5264 5073 5.755 5.755
4 4 727 5264 5073 1.103 7.386
5 2 728 5264 5073 1.572 7.856
1 1 757 5265 9794 0.334 6.618
1 4 812 5265 9794 4.541 4.541
1 2 829 5265 9794 3.990 3.990
2 4 813 5265 9794 3.955 3.955
1 2 955 5266 2199 4.863 4.863
2 5 960 5266 2199 2.256 2.256
1 2 961 5267 9793 4.118 4.118
1 1 859 5268 5072 3.824 10.107
1 4 742 5268 5072 4.216 4.216
2 5 724 5268 5072 5.108 5.108
4 5 743 5268 5072 3.667 3.667
1 1 940 5269 5071 3.782 10.065
1 4 961 5269 5071 4.438 4.438
2 4 941 5269 5071 3.366 3.366
1 2 391 5270 9792 4.110 4.110
3 5 389 5270 9792 4.543 4.543
4 5 289 5270 9792 4.343 4.343
5 4 333 5270 9792 3.342 3.342
6 5 300 5270 9792 5.871 5.871
6 5 309 5270 9792 0.130 6.413
1 2 723 5271 9791 3.622 3.622
1 4 724 5271 9791 5.215 5.215
2 5 793 5271 9791 2.508 2.508
3 3 827 5271 9791 2.131 2.131
4 3 844 5271 9791 0.449 6.733
5 5 744 5271 9791 6.153 6.153
1 1 810 5272 208 4.319 10.603
1 4 830 5272 208 4.344 4.344
3 5 728 5272 208 5.475 5.475
1 2 575 5273 9790 5.240 5.240
1 2 726 5274 5070 4.727 4.727
2 4 727 5274 5070 3.887 3.887
3 2 728 5274 5070 2.314 2.314
3 4 744 5274 5070 5.226 5.226
1 2 772 5275 3151 2.480 2.480
2 5 742 5275 3151 3.558 3.558
3 4 711 5275 3151 3.355 3.355
3 4 826 5275 3151 4.726 4.726
4 4 793 5275 3151 3.622 3.622
5 4 827 5275 3151 3.131 3.131
6 5 727 5275 3151 3.875 3.875
1 2 792 5276 2198 0.902 0.902
3 5 772 5276 2198 1.306 1.306
4 4 742 5276 2198 5.363 5.363
5 5 868 5276 2198 2.023 2.023
6 3 810 5276 2198 3.064 3.064
6 4 726 5276 2198 4.142 4.142
1 1 757 5277 9789 6.060 6.060
2 5 813 5277 9789 0.873 0.873
1 2 407 5278 2197 1.040 1.040
2 5 408 5278 2197 2.216 2.216
2 4 381 5278 2197 2.576 2.576
3 4 415 5278 2197 3.915 3.915
4 4 416 5278 2197 4.893 4.893
5 4 337 5278 2197 3.481 3.481
6 4 334 5278 2197 3.741 3.741
1 1 741 5279 9788 3.374 9.657
2 5 721 5279 9788 3.595 3.595
3 5 742 5279 9788 6.158 6.158
4 5 782 5279 9788 4.466 4.466
4 4 725 5279 9788 4.173 4.173
1 2 876 5280 9787 0.497 6.780
2 4 827 5280 9787 2.823 2.823
4 5 838 5280 9787 5.527 5.527
2 2 428 5281 5069 1.813 1.813
3 5 430 5281 5069 0.755 7.038
1 2 753 5282 9786 4.470 4.470
2 2 803 5283 155 6.135 -0.148
2 2 708 5283 155 0.983 0.983
3 4 886 5283 155 5.428 -0.855
4 2 761 5283 155 1.754 1.754
4 3 737 5283 155 1.944 1.944
1 2 736 5284 9785 2.274 2.274
2 5 788 5284 9785 1.383 1.383
3 4 778 5284 9785 1.400 1.400
4 2 767 5284 9785 2.834 2.834
4 4 863 5284 9785 6.071 -0.213
2 2 715 5285 823 2.562 2.562
2 3 716 5285 823 0.266 0.266
4 5 792 5285 823 5.563 5.563
5 5 741 5285 823 1.124 1.124
5 4 710 5285 823 2.923 2.923
1 2 792 5286 1259 3.606 3.606
2 5 720 5286 1259 4.610 4.610
3 4 772 5286 1259 2.308 2.308
3 4 722 5286 1259 3.307 3.307
4 2 723 5286 1259 5.724 5.724
1 1 859 5287 9784 0.670 13.237
1 4 742 5287 9784 5.004 5.004
2 4 711 5287 9784 2.910 2.910
3 4 826 5287 9784 0.191 6.474
3 4 793 5287 9784 4.358 4.358
4 3 827 5287 9784 3.094 3.094
5 2 844 5287 9784 4.905 4.905
1 2 744 5288 9783 2.595 2.595
1 1 861 5289 97 3.560 3.560
1 4 879 5289 97 1.997 1.997
2 5 423 5289 97 1.439 1.439
3 2 378 5289 97 3.781 3.781
4 4 374 5289 97 3.386 3.386
5 5 367 5289 97 2.840 2.840
6 5 424 5289 97 3.139 3.139
6 3 369 5289 97 3.376 3.376
6 5 297 5289 97 0.143 6.427
1 1 859 5290 5068 4.080 10.363
2 5 724 5290 5068 1.287 7.570
3 4 725 5290 5068 3.493 3.493
1 2 723 5291 5067 5.788 5.788
1 4 782 5291 5067 5.778 5.778
3 5 810 5291 5067 0.539 0.539
1 1 728 5292 9782 1.537 7.820
1 4 744 5292 9782 4.582 4.582
1 2 721 5293 3150 2.166 2.166
2 5 742 5293 3150 3.098 3.098
3 4 711 5293 3150 2.118 2.118
4 5 725 5293 3150 3.288 3.288
5 5 726 5293 3150 4.385 4.385
6 5 753 5293 3150 4.771 4.771
6 5 744 5293 3150 4.226 4.226
1 2 792 5294 428 2.586 2.586
2 5 741 5294 428 4.528 4.528
3 5 772 5294 428 4.123 4.123
4 5 742 5294 428 0.903 7.186
4 4 711 5294 428 4.281 4.281
5 5 725 5294 428 0.218 6.502
6 2 810 5294 428 0.358 6.642
6 4 743 5294 428 5.854 5.854
6 4 727 5294 428 0.982 7.266
6 2 728 5294 428 0.122 6.406
1 1 859 5295 5066 2.994 9.277
1 4 786 5295 5066 3.421 3.421
2 4 711 5295 5066 4.249 4.249
3 5 810 5295 5066 3.763 3.763
4 5 844 5295 5066 3.787 3.787
5 4 838 5295 5066 0.374 0.374
1 2 955 5296 3149 1.551 1.551
3 5 390 5296 3149 1.663 1.663
4 5 391 5296 3149 4.922 4.922
5 3 388 5296 3149 4.161 4.161
6 4 389 5296 3149 2.187 2.187
6 4 421 5296 3149 3.634 3.634
1 2 792 5297 9781 2.436 2.436
2 5 729 5297 9781 4.891 4.891
1 2 961 5298 9780 3.511 3.511
2 4 941 5298 9780 1.360 1.360
1 2 783 5299 269 4.953 4.953
2 5 769 5299 269 4.667 4.667
3 5 756 5299 269 3.855 3.855
4 5 792 5299 269 2.648 2.648
5 5 729 5299 269 5.204 5.204
6 5 721 5299 269 5.721 5.721
6 4 722 5299 269 4.891 4.891
6 3 723 5299 269 0.271 6.554
1 1 859 5300 3148 5.499 11.782
1 4 786 5300 3148 3.696 3.696
2 5 843 5300 3148 5.627 5.627
1 2 724 5301 5065 1.291 7.575
1 2 391 5302 9779 4.003 4.003
2 5 381 5302 9779 0.725 0.725
3 4 382 5302 9779 4.976 4.976
4 4 383 5302 9779 3.025 3.025
5 4 299 5302 9779 1.441 1.441
6 5 299 5302 9779 3.000 3.000
6 4 300 5302 9779 3.916 3.916
6 4 301 5302 9779 3.109 3.109
6 4 298 5302 9779 1.608 1.608
1 1 859 5303 9778 2.506 8.790
3 2 810 5304 3147 2.203 2.203
1 2 721 5305 5064 2.910 2.910
2 5 742 5305 5064 0.900 0.900
3 4 711 5305 5064 1.255 1.255
3 5 725 5305 5064 1.854 1.854
4 2 810 5305 5064 1.876 1.876
5 4 743 5305 5064 3.520 3.520
5 4 727 5305 5064 4.101 4.101
6 3 787 5305 5064 2.052 2.052
6 4 744 5305 5064 4.378 4.378
2 2 956 5306 5063 2.975 2.975
3 5 385 5306 5063 4.564 4.564
4 5 407 5306 5063 3.427 3.427
1 2 786 5307 9777 2.485 2.485
2 4 711 5307 9777 2.255 2.255
1 2 962 5308 9776 4.018 4.018
1 3 961 5308 9776 5.037 5.037
1 1 756 5309 330 5.317 5.317
1 4 805 5309 330 2.484 2.484
2 5 771 5309 330 1.488 1.488
3 5 729 5309 330 3.208 3.208
4 4 784 5309 330 4.763 4.763
6 5 725 5309 330 0.453 0.453
6 2 810 5309 330 1.989 1.989
1 2 741 5310 1611 4.220 4.220
2 4 772 5310 1611 1.523 1.523
3 5 742 5310 1611 5.268 5.268
3 4 711 5310 1611 3.570 3.570
4 4 826 5310 1611 4.344 4.344
5 4 793 5310 1611 2.337 2.337
1 2 730 5311 9775 1.735 1.735
2 5 834 5311 9775 4.590 4.590
1 1 736 5312 329 0.615 6.898
1 3 841 5312 329 2.362 2.362
2 2 762 5312 329 3.840 3.840
2 3 777 5312 329 0.545 0.545
3 5 863 5312 329 2.641 2.641
4 4 768 5312 329 4.098 4.098
5 5 716 5312 329 1.064 1.064
6 2 717 5312 329 1.748 1.748
6 5 864 5312 329 3.069 3.069
1 2 767 5313 2196 2.776 2.776
2 4 715 5313 2196 5.468 5.468
1 1 844 5314 9774 1.028 7.311
1 4 838 5314 9774 3.792 3.792
2 5 744 5314 9774 4.164 4.164
1 2 391 5315 5062 3.433 3.433
2 5 381 5315 5062 4.149 4.149
3 3 382 5315 5062 3.177 3.177
4 4 414 5315 5062 0.645 6.928
5 4 304 5315 5062 4.643 4.643
5 3 305 5315 5062 3.796 3.796
6 4 327 5315 5062 0.581 6.864
6 4 307 5315 5062 1.198 7.481
1 2 792 5316 3146 3.522 3.522
2 5 720 5316 3146 5.322 5.322
3 4 772 5316 3146 3.189 3.189
4 4 786 5316 3146 3.880 3.880
5 5 826 5316 3146 5.950 5.950
6 4 793 5316 3146 2.892 2.892
6 5 743 5316 3146 3.615 3.615
6 5 753 5316 3146 5.577 5.577
1 1 844 5317 9773 5.124 5.124
1 1 772 5318 3145 4.706 4.706
1 4 742 5318 3145 2.189 2.189
2 5 782 5318 3145 6.072 -0.211
3 4 725 5318 3145 3.872 3.872
3 2 810 5318 3145 0.540 0.540
5 5 727 5318 3145 3.475 3.475
3 2 726 5319 9772 2.726 2.726
1 1 943 5320 9771 1.227 7.511
1 4 829 5320 9771 2.747 2.747
3 2 385 5321 5061 1.368 1.368
3 4 386 5321 5061 2.467 2.467
4 5 391 5321 5061 1.727 1.727
6 5 389 5321 5061 4.333 4.333
6 4 421 5321 5061 1.120 1.120
1 2 743 5322 9770 5.368 5.368
2 5 753 5322 9770 3.586 3.586
3 5 754 5322 9770 3.604 3.604
1 2 786 5323 9769 2.440 2.440
1 2 575 5324 9768 4.569 4.569
2 4 941 5324 9768 0.649 0.649
1 2 786 5325 5060 2.367 2.367
2 5 724 5325 5060 5.355 5.355
3 4 725 5325 5060 4.689 4.689
3 3 810 5325 5060 5.318 5.318
4 4 726 5325 5060 1.269 7.553
5 4 727 5325 5060 5.408 5.408
5 2 728 5325 5060 5.004 5.004
6 4 744 5325 5060 5.715 5.715
3 2 760 5326 154 0.641 0.641
4 2 761 5326 154 0.706 0.706
5 4 762 5326 154 1.779 1.779
5 4 788 5326 154 0.870 0.870
6 4 780 5326 154 0.986 0.986
6 2 767 5326 154 3.532 3.532
2 2 873 5327 9767 0.365 0.365
1 1 825 5328 649 2.428 8.711
2 5 792 5328 649 4.149 4.149
2 4 771 5328 649 3.809 3.809
3 2 720 5328 649 0.691 6.974
4 4 772 5328 649 5.187 5.187
4 4 722 5328 649 2.238 8.521
5 2 723 5328 649 3.824 10.107
6 4 724 5328 649 0.663 6.946
6 3 725 5328 649 3.963 3.963
6 2 810 5328 649 5.476 5.476
6 5 838 5328 649 5.895 5.895
1 2 786 5329 9766 1.900 1.900
2 5 724 5329 9766 2.923 2.923
2 3 725 5329 9766 2.384 2.384
3 4 918 5329 9766 0.351 0.351
1 2 468 5330 648 0.681 0.681
1 3 486 5330 648 2.189 2.189
2 4 497 5330 648 2.382 2.382
3 4 476 5330 648 4.549 4.549
3 3 498 5330 648 2.309 2.309
4 3 37 5330 648 2.979 2.979
5 4 31 5330 648 4.139 4.139
6 5 474 5330 648 2.745 2.745
2 2 436 5331 9765 2.717 2.717
2 4 429 5331 9765 3.573 3.573
3 4 430 5331 9765 5.104 5.104
1 1 788 5332 9764 5.442 5.442
2 5 779 5332 9764 1.235 1.235
3 5 767 5332 9764 5.595 5.595
1 1 781 5333 9763 1.720 8.003
2 2 786 5334 1610 5.534 -0.749
3 5 724 5334 1610 4.959 4.959
4 4 725 5334 1610 0.614 0.614
4 4 869 5334 1610 5.606 5.606
5 3 844 5334 1610 3.094 3.094
2 2 396 5335 2195 2.023 2.023
2 4 796 5335 2195 2.766 2.766
3 3 412 5335 2195 4.280 4.280
4 5 383 5335 2195 2.164 2.164
1 2 782 5336 5058 5.991 5.991
2 4 725 5336 5058 5.289 5.289
3 5 869 5336 5058 4.295 4.295
4 2 844 5336 5058 0.060 6.343
4 4 838 5336 5058 5.898 5.898
1 1 844 5337 9762 0.544 6.827
1 4 753 5337 9762 3.224 3.224
2 5 744 5337 9762 3.584 3.584
1 2 859 5338 3143 1.731 8.014
2 4 742 5338 3143 0.595 6.878
3 5 724 5338 3143 5.713 5.713
3 4 725 5338 3143 4.971 4.971
4 2 810 5338 3143 4.701 4.701
5 4 726 5338 3143 0.049 6.332
6 5 838 5338 3143 0.419 6.702
6 5 744 5338 3143 1.463 7.746
1 2 961 5339 9761 2.286 2.286
2 4 941 5339 9761 0.132 0.132
1 2 772 5340 2194 5.940 -0.343
2 4 721 5340 2194 0.133 0.133
2 2 893 5340 2194 6.278 -0.005
3 3 724 5340 2194 4.113 4.113
3 4 725 5340 2194 0.531 0.531
4 2 810 5340 2194 1.160 1.160
5 5 844 5340 2194 4.854 4.854
6 4 838 5340 2194 0.984 0.984
6 5 744 5340 2194 3.753 3.753
1 2 575 5341 9760 0.500 6.783
2 3 941 5341 9760 2.538 2.538
1 2 721 5342 5057 3.687 3.687
2 5 742 5342 5057 3.902 3.902
1 2 575 5343 9759 3.867 3.867
1 2 961 5344 9758 0.428 6.711
1 1 715 5345 3142 1.003 7.286
2 5 756 5345 3142 2.856 2.856
3 5 792 5345 3142 3.186 3.186
4 5 729 5345 3142 2.798 2.798
5 5 772 5345 3142 1.828 1.828
6 5 742 5345 3142 3.727 3.727
6 4 711 5345 3142 3.008 3.008
6 4 826 5345 3142 1.225 1.225
6 4 793 5345 3142 3.162 3.162
1 2 774 5346 9757 2.251 2.251
2 5 731 5346 9757 5.129 5.129
3 4 845 5346 9757 2.828 2.828
1 2 785 5347 5056 4.812 4.812
1 4 709 5347 5056 4.210 4.210
2 4 888 5347 5056 4.083 -2.201
1 1 744 5348 9756 0.642 6.925
2 2 803 5349 9755 5.533 -0.750
1 1 859 5350 2193 5.844 12.127
1 4 742 5350 2193 4.748 4.748
